State,dw_code,party_x,party_y,Metro Area,County (may overlap with multiple counties),benchmark_60.60_85k_eptc,benchmark_40_32k_eptc,benchmark_60.60_85k_no_eptc,benchmark_40_32k_no_eptc,last_name,first_name,birthday,gender,fullname,BACH_PLUS_pct,FOREIGN_BORN_pct,stdis_y,Congressional District,Total population,Median Household Income,Male,Female,Sex ratio (males per 100 females),Under 5 years,5 to 9 years,10 to 14 years,15 to 19 years,20 to 24 years,25 to 34 years,35 to 44 years,45 to 54 years,55 to 59 years,60 to 64 years,65 to 74 years,75 to 84 years,85 years and over,Median age (years),One race,Two or More Races,One race - White,One race - Black or African American,One race - American Indian and Alaska Native,One race - Asian,One race - Native Hawaiian and Other Pacific Islander,Hispanic or Latino (of any race),Not Hispanic or Latino,Not Hispanic or Latino - White alone,Not Hispanic or Latino - Black or African American alone,Not Hispanic or Latino - American Indian and Alaska Native alone,Not Hispanic or Latino - Asian alone,Not Hispanic or Latino - Native Hawaiian and Other Pacific Islander alone,Not Hispanic or Latino - Some Other Race alone,Not Hispanic or Latino - Two or More Races,Total housing units,Harris,Trump2024,Total2024,Harris5,Trump%,Margin,Biden,Trump2020,Total2020,Biden%,Trump2020%,Margin2020,PctBachelors+,STATEFP,district,GEOID
Texas,TX17,R,Republican,"Austin-Round Rock-San Marcos, TX",Travis County,602.08,58.14,2542.85,180.27,Sessions,Pete,3/22/55,M,Pete Sessions,0.2542,0.1024,TX17,Texas 17,784812,66048,391148,393664,99.4,47170,49972,55783,61237,65366,104256,101739,92779,45281,44559,69951,34151,12568,35.9,662682,122130,490216,116340,4639,18050,462,205794,579018,416980,113263,1140,16948,349,2591,27747,328770,105287,193584,302001,34.86%,64.10%,-29.24%,"114,751","182,847","302,045",37.99%,60.54%,-22.55%,26.7,48,17,4817
Texas,TX18,Vacant,,"Houston-Pasadena-The Woodlands, TX",Harris County,602.09,58.14,2209.88,180.27,,,,,,0.2688,0.2511,TX18,Texas 18,772609,60901,388610,383999,101.2,56198,53462,53225,55661,56715,137224,111315,91103,40249,38182,51582,19859,7834,33.1,624059,148550,226687,246784,7410,37913,608,340836,431773,126472,243035,1171,37664,511,2575,20345,310875,154657,65672,223517,69.19%,29.38%,39.81%,"177,368","60,370","240,982",73.60%,25.05%,48.55%,28.2,48,18,4818
Texas,TX19,R,Republican,"Lubbock, TX",Lubbock County,602.08,58.13,2962.31,180.26,Arrington,Jodey,3/9/72,M,Jodey Arrington,0.2452,0.0927,TX19,Texas 19,768927,63027,392548,376379,104.3,50175,52789,54326,60894,73517,106363,99304,80104,39872,42942,63753,30961,13927,33.7,641638,127289,518281,47534,4345,12451,689,297971,470956,391106,44205,1407,12037,527,2455,19219,328675,66869,212716,282163,23.70%,75.39%,-51.69%,"73,174","202,461","279,621",26.17%,72.41%,-46.24%,25.8,48,19,4819
Texas,TX20,D,Democrat,"San Antonio-New Braunfels, TX",Bexar County,602.08,58.13,2469.8,180.26,Castro,Joaquin,9/16/74,M,Joaquin Castro,0.2469,0.1645,TX20,Texas 20,784135,61570,388002,396133,97.9,55111,54334,56401,58645,65229,129157,112300,87770,38880,35910,55815,23554,11029,32.7,531473,252662,356379,47961,8650,28880,626,553756,230379,137339,43630,965,27153,514,2596,18182,306158,147731,95409,245945,60.07%,38.79%,21.27%,"172,367","85,595","262,144",65.75%,32.65%,33.10%,25.4,48,20,4820
Texas,TX21,R,Republican,"Austin-Round Rock-San Marcos, TX",Travis County,602.08,58.13,2520.22,180.26,Roy,Chip,8/7/72,M,Chip Roy,0.4473,0.1053,TX21,Texas 21,793549,91642,392269,401280,97.8,41397,50395,51010,50146,46020,95974,107970,100779,50305,52374,88268,43016,15895,40.6,651546,142003,556087,28130,4621,18366,713,250759,542790,466168,26312,966,17638,625,4896,26185,347394,163520,266269,434621,37.62%,61.26%,-23.64%,"164,213","246,263","416,581",39.42%,59.12%,-19.70%,48.4,48,21,4821
Texas,TX22,R,Republican,"Houston-Pasadena-The Woodlands, TX",Fort Bend County,602.08,58.13,2384.19,180.26,Nehls,Troy,4/7/68,M,Troy Nehls,0.4481,0.2432,TX22,Texas 22,807871,107377,399358,408513,97.8,50382,62738,70424,59501,42659,88303,127732,110556,47033,43849,66926,28344,9424,37.4,673763,134108,408274,96203,2733,114057,474,236311,571560,331350,93599,967,113249,474,3107,28814,295486,136411,204248,347223,39.29%,58.82%,-19.54%,"138,254","191,937","334,585",41.32%,57.37%,-16.04%,46.7,48,22,4822
Texas,TX23,R,Republican,"San Antonio-New Braunfels, TX",Bexar County,602.08,58.13,2552.82,180.26,Gonzales,Ernest,10/10/80,M,Ernest Gonzales,0.2963,0.1721,TX23,Texas 23,757759,76344,388522,369237,105.2,49407,54791,58568,61418,51661,103232,102515,94075,41290,37156,61966,30539,11141,35,537965,219794,400194,27808,7115,18507,1056,477848,279911,215187,25403,2049,17432,877,3040,15923,286430,127486,174904,305276,41.76%,57.29%,-15.53%,"134,552","155,681","294,019",45.76%,52.95%,-7.19%,31.2,48,23,4823
Texas,TX24,R,Republican,"Dallas-Fort Worth-Arlington, TX",Tarrant County,602.08,58.13,2511.54,180.26,Van Duyne,Beth,11/16/70,F,Beth Van Duyne,0.528,0.1596,TX24,Texas 24,758537,113159,373011,385526,96.8,44729,50747,57778,52175,37857,91408,105455,106059,49709,50026,68635,31411,12548,39.2,678177,80360,518374,56392,3408,64966,1977,135520,623017,466748,55466,1084,64517,1658,4000,29544,303731,157912,217060,380887,41.46%,56.99%,-15.53%,"168,124","216,345","390,681",43.03%,55.38%,-12.34%,54.9,48,24,4824
Texas,TX25,R,Republican,"Dallas-Fort Worth-Arlington, TX",Johnson County,602.08,58.13,2808.74,180.26,Williams,Roger,9/13/49,M,Roger Williams,0.3003,0.1139,TX25,Texas 25,793714,78504,392386,401328,97.8,46238,51837,56795,59247,54726,104011,104272,94971,48750,48607,75589,35680,12991,37.3,697987,95727,527969,94513,3919,25012,1480,181324,612390,466304,92459,1338,24261,1384,3379,23265,320199,106983,231289,342104,31.27%,67.61%,-36.34%,"112,309","215,979","332,712",33.76%,64.91%,-31.16%,30.3,48,25,4825
Texas,TX26,R,Republican,"Dallas-Fort Worth-Arlington, TX",Denton County,602.08,58.13,2601.58,180.26,Gill,Brandon,2/26/94,M,Brandon Gill,0.4579,0.1613,TX26,Texas 26,801992,113835,397757,404235,98.4,48151,55499,57199,53627,41544,108747,126173,118003,54763,43496,60914,25749,8127,37.9,702662,99330,512757,72886,5215,77730,755,155564,646428,459809,71309,1402,77330,698,2791,33089,304561,149357,242431,397123,37.61%,61.05%,-23.44%,"144,823","211,963","361,989",40.01%,58.56%,-18.55%,48.1,48,26,4826
Texas,TX27,R,Republican,"Corpus Christi, TX",Nueces County,602.08,58.13,2741.61,180.27,Cloud,Michael,5/13/75,M,Michael Cloud,0.1993,0.0882,TX27,Texas 27,771646,66652,390209,381437,102.3,47823,50124,54641,53380,49537,102352,101603,88883,47744,47096,76101,37507,14855,37.7,559973,211673,456660,32039,3668,12801,387,419092,352554,290522,30363,984,12555,349,1848,15933,335764,99368,184228,286037,34.74%,64.41%,-29.67%,"109,720","174,253","287,748",38.13%,60.56%,-22.43%,20.7,48,27,4827
Texas,TX28,D,Democrat,"McAllen-Edinburg-Mission, TX",Hidalgo County,602.08,58.13,2412.23,180.27,Cuellar,Henry,9/19/55,M,Henry Cuellar,0.1992,0.1803,TX28,Texas 28,774349,64381,383860,390489,98.3,56652,62041,64665,61205,53338,106159,101210,91318,44316,39187,57415,26224,10619,33.4,487579,286770,359302,36125,4301,7854,191,580539,193810,139391,33140,593,7402,146,2462,10676,280033,114961,133211,250380,45.91%,53.20%,-7.29%,"131,726","114,184","249,012",52.90%,45.85%,7.04%,21.5,48,28,4828
Texas,TX29,D,Democrat,"Houston-Pasadena-The Woodlands, TX",Harris County,602.09,58.14,2209.88,180.27,Garcia,Sylvia,9/6/50,F,Sylvia Garcia,0.1183,0.3286,TX29,Texas 29,757251,54599,389091,368160,105.7,55892,56824,64340,66210,55897,108767,101899,90380,45213,37042,49468,18928,6391,32.2,525462,231789,239262,101528,7421,19043,720,567763,189488,61589,99838,575,18553,433,1625,6875,268262,92821,61054,155692,59.62%,39.21%,20.40%,"118,450","54,253","174,765",67.78%,31.04%,36.73%,13.1,48,29,4829
Texas,TX30,D,Democrat,"Dallas-Fort Worth-Arlington, TX",Dallas County,602.08,58.14,2426.28,180.27,Crockett,Jasmine,3/29/81,F,Jasmine Crockett,0.2883,0.1784,TX30,Texas 30,771661,69722,378283,393378,96.2,49492,52049,59793,56291,55879,125552,105086,92904,46630,41731,55642,21970,8642,33.7,650467,121194,226683,312647,4217,24818,222,280630,491031,137119,308409,955,24527,99,1925,17997,311449,185466,65876,254608,72.84%,25.87%,46.97%,"217,199","58,708","279,332",77.76%,21.02%,56.74%,30.3,48,30,4830
Texas,TX31,R,Republican,"Austin-Round Rock-San Marcos, TX",Williamson County,602.08,58.14,2664.92,180.27,Carter,John,11/6/41,M,John Carter,0.3653,0.1177,TX31,Texas 31,810684,93699,402092,408592,98.4,51225,55173,60577,55907,50252,110026,121886,100150,42845,44502,70643,35971,11527,36.9,695120,115564,544652,63266,4219,41034,2254,190328,620356,476457,60008,1050,40552,2173,3011,37105,312506,142633,230668,378316,37.70%,60.97%,-23.27%,"133,165","202,406","341,869",38.95%,59.21%,-20.25%,40.1,48,31,4831
Texas,TX32,D,Democrat,"Dallas-Fort Worth-Arlington, TX",Dallas County,602.08,58.14,2424.45,180.27,Johnson,Julie,5/2/66,F,Julie Johnson,0.3907,0.2775,TX32,Texas 32,764396,70578,380467,383929,99.1,52896,45446,47269,45700,62688,155696,107853,89942,40985,38101,49295,20705,7820,33,625024,139372,328501,160077,5693,61689,653,277862,486534,241561,157354,1300,60903,625,2185,22606,347190,145115,88312,239154,60.68%,36.93%,23.75%,"172,823","86,040","263,239",65.65%,32.69%,32.97%,41.1,48,32,4832
Texas,TX33,D,Democrat,"Dallas-Fort Worth-Arlington, TX",Dallas County,602.08,58.14,2482.64,180.27,Veasey,Marc,1/3/71,M,Marc Veasey,0.222,0.3287,TX33,Texas 33,775186,61989,389188,385998,100.8,58056,59738,61506,60187,55379,128981,112193,93407,40381,34300,45384,19621,6053,32,617924,157262,248540,142884,7219,65023,568,446437,328749,106915,140193,1200,64428,440,2005,13568,289564,113651,55269,172887,65.74%,31.97%,33.77%,"139,290","45,685","187,606",74.25%,24.35%,49.89%,22.1,48,33,4833
Texas,TX34,D,Democrat,"Brownsville-Harlingen, TX",Cameron County,602.08,58.13,2334.99,180.26,Gonzalez,Vicente,9/4/67,M,Vicente Gonzalez,0.1789,0.2261,TX34,Texas 34,773649,50985,381669,391980,97.4,59009,63698,71852,66573,61507,100287,94225,85919,37100,33913,56629,32026,10911,31,451730,321919,371871,4934,3320,4103,301,700571,73078,60321,3989,831,4019,175,807,2936,277539,96992,106061,204684,47.39%,51.82%,-4.43%,"116,856","85,153","203,935",57.30%,41.75%,15.55%,19.1,48,34,4834
Texas,TX35,D,Democrat,"San Antonio-New Braunfels, TX",Comal County,602.08,58.14,2560.21,180.27,Casar,Gregorio,5/4/89,M,Gregorio Casar,0.296,0.1799,TX35,Texas 35,789038,70734,399150,389888,102.4,53446,51573,50473,50379,65099,154675,122686,86566,39194,38808,48966,19747,7426,33,592504,196534,367266,96719,8031,24642,1497,424546,364492,219698,91462,966,23281,696,4726,23663,322370,176223,86466,266780,66.06%,32.41%,33.64%,"187,900","69,342","262,092",71.69%,26.46%,45.24%,35.0,48,35,4835
Texas,TX36,R,Republican,"Houston-Pasadena-The Woodlands, TX",Harris County,602.09,58.14,2344.45,180.27,Babin,Brian,3/23/48,M,Brian Babin,0.2345,0.1413,TX36,Texas 36,773758,74848,385874,387884,99.5,48543,55172,60543,52536,48473,102905,104881,95713,47284,45185,69886,32009,10628,36.7,663990,109768,468905,88417,3926,31481,352,247743,526015,382759,86509,787,31205,289,2151,22315,315328,94164,205607,302998,31.08%,67.86%,-36.78%,"102,316","198,540","304,672",33.58%,65.17%,-31.58%,24.1,48,36,4836
Texas,TX37,D,Democrat,"Austin-Round Rock-San Marcos, TX",Travis County,602.08,58.14,2643.57,180.27,Doggett,Lloyd,10/6/46,M,Lloyd Doggett,0.6031,0.1915,TX37,Texas 37,770624,93313,394257,376367,104.8,39068,37518,38045,46112,57659,164322,130029,97129,40001,35970,54355,21860,8556,35.2,663969,106655,487787,51926,5093,71120,495,214695,555929,400631,49412,982,69879,389,3212,31424,377538,259547,85851,352071,73.72%,24.38%,49.34%,"289,226","86,849","383,154",75.49%,22.67%,52.82%,62.0,48,37,4837
Texas,TX38,R,Republican,"Houston-Pasadena-The Woodlands, TX",Harris County,602.09,58.14,2209.88,180.27,Hunt,Wesley,11/13/81,M,Wesley Hunt,0.498,0.2247,TX38,Texas 38,775446,102921,379930,395516,96.1,49762,55338,58306,51910,40412,102486,112362,104878,47529,45171,66682,31104,9506,37.5,662689,112757,442292,81952,5732,77264,221,205849,569597,380231,79892,740,76211,221,4807,27495,312806,134998,207050,348158,38.77%,59.47%,-20.70%,"143,907","208,722","357,580",40.24%,58.37%,-18.13%,51.3,48,38,4838
Utah,UT01,R,Republican,"Ogden, UT",Davis County,602.09,58.13,2493.84,180.27,Moore,Blake,6/22/80,M,Blake Moore,0.3691,0.0726,UT01,Utah 01,833456,90549,422296,411160,102.7,56409,64762,67186,69088,73010,122473,114334,91772,40159,39806,58614,26495,9348,31.8,772364,61092,708271,8647,4436,17367,3471,112330,721126,660299,7941,2600,16877,3264,3591,26554,303859,144821,220212,376167,38.50%,58.54%,-20.04%,"142,221","216,685","374,776",37.95%,57.82%,-19.87%,40.0,49,1,4901
Utah,UT02,R,Republican,"St. George, UT",Washington County,602.09,58.13,2750.1,180.27,Maloy,Celeste,5/22/81,F,Celeste Maloy,0.3204,0.1143,UT02,Utah 02,836119,83103,423971,412148,102.9,55916,60346,67198,64355,61602,121215,116789,89026,40797,41888,69297,35957,11733,33.8,767039,69080,638118,12968,9522,21824,11843,161068,675051,593044,11918,5466,21504,11739,2646,28734,321265,140188,214061,363526,38.56%,58.88%,-20.32%,"143,194","205,210","362,061",39.55%,56.68%,-17.13%,33.6,49,2,4902
Utah,UT03,R,Republican,"Provo-Orem-Lehi, UT",Utah County,602.09,58.13,2488.59,180.27,Kennedy,Mike,2/2/69,M,Mike Kennedy,0.425,0.0893,UT03,Utah 03,818343,91520,412804,405539,101.8,55344,61037,63209,70416,91343,115528,101873,84725,37482,39473,58906,28293,10714,30.3,751296,67047,674908,7234,13663,17842,6126,101422,716921,640192,6412,11593,17607,5941,2912,32264,300732,146138,218601,375190,38.95%,58.26%,-19.31%,"149,658","224,849","391,105",38.27%,57.49%,-19.23%,44.1,49,3,4903
Utah,UT04,R,Republican,"Salt Lake City-Murray, UT",Salt Lake County,602.09,58.13,2450.27,180.27,Owens,Clarence,8/2/51,M,Clarence Owens,0.3348,0.0971,UT04,Utah 04,843269,101856,427491,415778,102.8,70477,76604,77461,69757,52583,129490,127278,93101,36036,32811,50995,20217,6459,30.8,765175,78094,666832,8923,6248,21854,10043,138193,705076,628410,8336,3106,21233,9415,2879,31697,267226,131419,230945,373068,35.23%,61.90%,-26.68%,"125,210","218,396","359,735",34.81%,60.71%,-25.90%,34.7,49,4,4904
Vermont,VT00,D,Democrat,"Burlington-South Burlington, VT",Chittenden County,602.09,58.14,2929.64,180.27,Balint,Becca,5/4/68,F,Becca Balint,0.4172,0.0528,VT00,Vermont 00,645254,78024,320321,324933,98.6,28053,32001,34949,43372,43883,76672,78001,78174,44959,51049,81935,38465,13741,43,614228,31026,589835,7887,1273,10700,120,16058,629196,584421,7453,900,10503,97,2183,23639,337072,235791,119395,366389,64.36%,32.59%,31.77%,"242,820","112,704","365,486",66.44%,30.84%,35.60%,44.2,50,0,5000
Virginia,VA01,R,Republican,"Virginia Beach-Chesapeake-Norfolk, VA-NC",James City County,602.08,58.14,1915.66,180.27,Wittman,Robert,2/3/59,M,Robert Wittman,0.469,0.0953,VA01,Virginia 01,796108,103501,387405,408703,94.8,42183,49206,53113,53600,41974,85722,107287,100673,52321,55208,89709,47778,17334,41.8,745928,50180,577300,102436,1656,46769,403,44069,752039,564756,101195,1042,46601,403,4665,33377,337907,227038,250959,484061,46.90%,51.84%,-4.94%,"215,574","244,413","466,892",46.17%,52.35%,-6.18%,48.1,51,1,5101
Virginia,VA02,R,Republican,"Virginia Beach-Chesapeake-Norfolk, VA-NC",Virginia Beach city,602.08,58.14,1892.22,180.27,Kiggans,Jennifer,6/18/71,F,Jennifer Kiggans,0.3742,0.0927,VA02,Virginia 02,785995,91821,386732,399263,96.9,46195,50035,50107,47455,45622,111400,109106,95910,53104,50939,76518,37110,12494,38.7,719154,66841,480627,176594,1878,42044,850,61262,724733,465313,173070,860,41003,518,4282,39687,332119,203279,204307,412555,49.27%,49.52%,-0.25%,"201,896","194,173","402,884",50.11%,48.20%,1.92%,37.9,51,2,5102
Virginia,VA03,D,Democrat,"Virginia Beach-Chesapeake-Norfolk, VA-NC",Hampton city,602.08,58.14,1879.94,180.27,Scott,Robert,4/30/47,M,Robert Scott,0.2849,0.0805,VA03,Virginia 03,776669,66051,380737,395932,96.2,51504,47389,47715,50111,67550,130970,100132,79060,45742,47460,66913,30955,11168,34.5,709111,67558,321912,338630,2451,22695,717,66118,710551,306384,332792,1504,22416,555,4373,42527,338848,213026,102168,319745,66.62%,31.95%,34.67%,"230,576","101,134","337,411",68.34%,29.97%,38.36%,29.0,51,3,5103
Virginia,VA04,D,Democrat,"Richmond, VA",Richmond city,602.08,58.14,1919.28,180.27,McClellan,Jennifer,12/28/72,F,Jennifer McClellan,0.3115,0.086,VA04,Virginia 04,790076,68552,385427,404649,95.2,45305,42435,43806,49344,55903,132446,101284,92256,52172,51319,77047,33854,12905,37.2,736866,53210,344389,332616,2413,16423,681,79610,710466,329599,327930,1263,16180,577,3394,31523,350481,251005,125941,382432,65.63%,32.93%,32.70%,"260,886","122,375","388,140",67.21%,31.53%,35.69%,33.3,51,4,5104
Virginia,VA05,R,Republican,"Lynchburg, VA",Lynchburg city,602.09,58.13,1992.63,180.26,McGuire,John,8/24/68,M,John McGuire,0.327,0.0516,VA05,Virginia 05,792934,70085,387989,404945,95.8,40719,40826,44307,55625,58522,97467,90820,92645,54498,56501,94624,48994,17386,41.5,750823,42111,559590,161781,1300,15693,429,35204,757730,547951,160944,842,15524,429,3765,28275,364714,191726,246040,442168,43.36%,55.64%,-12.28%,"194,989","230,682","431,686",45.17%,53.44%,-8.27%,33.5,51,5,5105
Virginia,VA06,R,Republican,"Harrisonburg, VA",Harrisonburg city,602.09,58.13,1996.46,180.26,Cline,Ben,2/29/72,M,Ben Cline,0.2743,0.0689,VA06,Virginia 06,786774,70243,386577,400197,96.6,41187,44666,46384,55738,52359,96181,94360,94192,54933,52331,89444,45610,19389,40.8,739037,47737,634021,65516,1766,12962,569,64501,722273,615554,63409,718,12810,562,3735,25485,349355,154344,252669,411692,37.49%,61.37%,-23.88%,"133,543","208,274","347,395",38.44%,59.95%,-21.51%,28.9,51,6,5106
Virginia,VA07,D,Democrat,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Prince William County,602.08,58.13,1849.13,180.27,Vindman,Eugene,6/6/75,M,Eugene Vindman,0.3684,0.1721,VA07,Virginia 07,797241,110546,396560,400681,99,51572,54672,59247,56098,51032,104449,111541,105728,51731,48242,64411,29912,8606,36.8,711050,86191,436941,162599,3701,40618,498,139617,657624,406396,158919,1030,40243,464,5551,45021,286542,203204,191696,402228,50.52%,47.66%,2.86%,"204,951","178,472","389,585",52.61%,45.81%,6.80%,37.9,51,7,5107
Virginia,VA08,D,Democrat,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Alexandria city,602.08,58.13,1813.54,180.27,Beyer,Donald,6/20/50,M,Donald Beyer,0.651,0.2964,VA08,Virginia 08,775740,127899,383864,391876,98,49550,44403,44839,38238,44100,134305,123940,103288,46876,41328,62431,31061,11381,37.4,684092,91648,422654,101287,5020,90362,254,155236,620504,388498,99231,896,89654,209,5177,36839,347616,285003,92724,386512,73.74%,23.99%,49.75%,"305,118","84,142","394,439",77.35%,21.33%,56.02%,67.4,51,8,5108
Virginia,VA09,R,Republican,"Blacksburg-Christiansburg-Radford, VA",Montgomery County,602.09,58.13,2009.19,180.26,Griffith,H.,3/15/58,M,H. Griffith,0.231,0.0363,VA09,Virginia 09,783052,56863,392061,390991,100.3,34386,38838,43396,53465,56395,87241,86793,99770,55913,56938,99961,52656,17300,44,757539,25513,690562,44888,1273,12162,507,24067,758985,682955,44376,740,12028,466,2163,16257,385038,112209,291608,407182,27.56%,71.62%,-44.06%,"114,163","282,093","401,051",28.47%,70.34%,-41.87%,24.1,51,9,5109
Virginia,VA10,D,Democrat,,,602.08,58.13,1815.42,180.27,Subramanyam,Suhas,9/26/86,M,Suhas Subramanyam,0.5436,0.2563,VA10,Virginia 10,791262,157857,398856,392406,101.6,49416,57286,64257,58010,43199,89022,125193,118580,51990,41700,55233,27993,9383,38,696761,94501,467146,68766,2897,119488,328,145602,645660,419230,67016,786,119033,306,3856,35433,270341,221123,186190,417946,52.91%,44.55%,8.36%,"238,976","164,941","410,021",58.28%,40.23%,18.06%,55.7,51,10,5110
Virginia,VA11,D,Democrat,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Fairfax County,602.08,58.13,1813.54,180.27,Walkinshaw,James,10/22/82,M,James Walkinshaw,0.675,0.3247,VA11,Virginia 11,781648,158319,392282,389366,100.7,43264,48383,52646,53000,48007,103596,113597,109367,51284,47904,66301,33130,11169,38.8,694890,86758,409033,67918,2861,174390,443,113854,667794,383171,66385,792,173832,404,5500,37710,291823,273439,130784,416054,65.72%,31.43%,34.29%,"295,688","121,172","422,707",69.95%,28.67%,41.29%,68.1,51,11,5111
Washington,WA01,D,Democrat,"Seattle-Tacoma-Bellevue, WA",King County,602.08,58.13,2145.03,180.26,DelBene,Suzan,2/17/62,F,Suzan DelBene,0.5017,0.2529,WA01,Washington 01,773262,131931,393098,380164,103.4,47677,48759,48535,41605,39895,126624,127515,101279,45829,44352,61475,27265,12452,37.4,696483,76779,483082,19557,4762,157384,2271,79688,693574,461871,18866,2877,156721,2152,4655,46432,311922,232691,126084,371555,62.63%,33.93%,28.69%,"250,877","130,740","392,183",63.97%,33.34%,30.63%,53.1,53,1,5301
Washington,WA02,D,Democrat,"Bellingham, WA",Whatcom County,602.08,58.14,2186.99,180.27,Larsen,Rick,6/15/65,M,Rick Larsen,0.3464,0.1531,WA02,Washington 02,775731,87205,386606,389125,99.4,39786,42796,42906,44001,53475,108180,102680,88073,47261,55035,92939,43320,15279,40.3,700573,75158,564188,21495,11562,55330,4139,95783,679948,539995,20943,9061,54928,3835,3796,47390,345894,254400,154441,422346,60.23%,36.57%,23.67%,"263,073","162,798","437,403",60.14%,37.22%,22.93%,36.6,53,2,5302
Washington,WA03,D,Democrat,"Portland-Vancouver-Hillsboro, OR-WA",Clark County,602.08,58.14,2438.04,180.27,Gluesenkamp Perez,Marie,6/6/88,F,Marie Gluesenkamp Perez,0.2759,0.0989,WA03,Washington 03,779567,87219,388667,390900,99.4,43989,48733,51012,48159,42928,101740,102408,97740,49281,53177,87370,39190,13840,40.2,701103,78464,620862,12770,6143,27679,4772,89179,690388,592250,12176,3917,27251,4672,4529,45593,320370,197986,211907,421693,46.95%,50.25%,-3.30%,"196,218","213,902","420,817",46.63%,50.83%,-4.20%,28.6,53,3,5303
Washington,WA04,R,Republican,"Kennewick-Richland, WA",Franklin County,602.08,58.13,2172.88,180.27,Newhouse,Dan,7/10/55,M,Dan Newhouse,0.2315,0.1717,WA04,Washington 04,775997,74394,392457,383540,102.3,54337,60262,64914,57731,49315,103897,98072,84597,42529,43370,71414,32769,12790,34.8,642270,133727,470222,9536,18367,12573,2086,313866,462131,396169,8867,12243,11892,1979,3571,27410,294790,119032,183219,310462,38.34%,59.01%,-20.67%,"130,107","184,863","323,034",40.28%,57.23%,-16.95%,23.5,53,4,5304
Washington,WA05,R,Republican,"Spokane-Spokane Valley, WA",Spokane County,602.08,58.14,2063.81,180.27,Baumgartner,Michael,12/13/75,M,Michael Baumgartner,0.3083,0.0711,WA05,Washington 05,780504,71545,391962,388542,100.9,42486,46161,47611,53017,57588,107842,98873,87578,45016,53833,85713,39278,15508,38.5,714096,66408,644233,13677,10464,18153,4214,67716,712788,623057,13000,8085,17751,4062,3658,43175,334375,173909,217375,402950,43.16%,53.95%,-10.79%,"180,838","222,224","415,270",43.55%,53.51%,-9.97%,33.5,53,5,5305
Washington,WA06,D,Democrat,"Port Angeles, WA",Clallam County,602.08,58.13,2253.05,180.26,Randall,Emily,10/30/85,F,Emily Randall,0.3338,0.0872,WA06,Washington 06,776086,86798,390722,385364,101.4,38413,41476,42587,40126,44879,106735,99564,86894,50463,57811,102737,48886,15515,42.3,691075,85011,591837,26568,12538,31441,5146,70615,705471,570354,25164,10427,30593,5029,4433,59471,352401,251826,168264,433649,58.07%,38.80%,19.27%,"253,641","177,178","444,191",57.10%,39.89%,17.21%,35.4,53,6,5306
